item_id:token	title:token	categories:token_seq	brand:token	sales_type:token	sales_rank:float
B00140P9G0	Portal - PC	'Video Games', 'PC', 'Games', 'Two bonus games introduce new play challenges', 'Hours of single player gaming'	by        Valve	Video Games	
B00140S21O	Team Fortress 2 - PC (Collector's)	'Video Games', 'PC', 'Games'	by        Valve	Video Games	
B001441550	Nascar 09 - Playstation 3	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B001440YD4	Half-Life 2: Episode Pack - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B001444IN6	The Sims 2: Double Deluxe - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B0014468XE	The SimCity Box - PC	'Video Games', 'PC', 'Games'	Electronic Arts	Video Games	
B00149IL9I	De Blob - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        THQ	Video Games	
B00149ILDO	The Saboteur - Playstation 3	'Video Games'	by        Electronic Arts	Video Games	
B00149MEWI	Silent Hill: Homecoming - Xbox 360	'Video Games', 'Games'	by        Konami	Video Games	
B00149MEVY	Silent Hill: Homecoming - Playstation 3	'Video Games', 'Games'	by        Konami	Video Games	
B00149NCYW	Infinite Undiscovery - Xbox 360	'Video Games', 'Games'	by        Square Enix	Video Games	
B00149TZ66	Harvest Moon: Island of Happiness	'Video Games', 'Nintendo DS', 'Games', 'Play as a boy or a girl', 'Attract settlers by building your farm', 'Fall in love and start a family', 'Explore the biggest portable Harvest Moon ever'	by        Solutions 2 Go	Video Games	
B00149V3CU	GRID - Playstation 3	'Video Games', 'Games'	by        Codemasters	Video Games	
B00149ILCK	The Saboteur - Xbox 360	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00149Y1G0	GRID - Xbox 360	'Video Games', 'Games'	by        Codemasters	Video Games	
B0014CN2H6	Shin Megami Tensei: Persona 3 FES - PlayStation 2	'Video Games', 'Games', 'Includes an enhanced version of the original game plus the new FES', 'Includes a weapon synthesis system and hard play mode', 'Includes the ability to change your characters clothes'	by        Atlus	Video Games	
B0014CFO4K	Gears of War 2 Limited Edition -Xbox 360	'Video Games', 'Games'	by        Microsoft	Video Games	
B0014ET6EM	Fable II: Limited Collectors Edition	'Video Games', 'Games'	by        Microsoft	Video Games	
B0014G26WO	Afro Samurai - Playstation 3	'Video Games', 'Games'	by        Bandai	Video Games	
B0014FMHE2	Kung Fu Panda - Xbox 360	'Video Games', 'Games'	by        Activision	Video Games	
B0014G98WA	Afro Samurai - Xbox 360	'Video Games', 'Games'	by        Bandai	Video Games	
B0014KM2KG	Wii LAN Adapter	'Video Games', 'Wii', 'Accessories', 'Cables'	by        Intec	Video Games	
B0014UGK8G	Red Faction Guerrilla - Playstation 3	'Video Games', 'Games'	by        THQ Nordic	Video Games	
B0014ULQDA	Big Beach Sports - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        THQ	Video Games	
B0014UGK4U	Red Faction Guerrilla - PC	'Video Games', 'PC', 'Games'	by        THQ	Video Games	
B0014ULQB2	Red Faction Guerrilla - Xbox 360	'Video Games', 'Games'	by        THQ Nordic	Video Games	
B0014WJ78E	PlayStation 3 80GB Metal Gear Solid 4: Guns of the Patriots Bundle	'Video Games'	by        Sony	Video Games	
B0014X7SQ6	Crisis Core: Final Fantasy VII - Sony PSP	'Video Games', 'Sony PSP', 'Games'	by        Square Enix	Video Games	
B00150UUSQ	Jet Set Radio Future / Sega GT 2002	'Video Games', 'Xbox', 'Games'	by        Sega	Video Games	
B0015AARJI	PlayStation 3 Dualshock 3 Wireless Controller (Black)	'Video Games', 'Accessories', 'Controllers'	by        Sony	Video Games	
B0015ACX3Q	PS2 Controller Extension Cable - 6 Foot (Bulk Packaging)	'Video Games', 'Accessories'	by        Mizar	Video Games	
B0015A8RQ8	Secret Agent Clank	'Video Games', 'Sony PSP', 'Games'	by        Sony	Video Games	
B0015DOMGE	PSP Headset with Remote Control	'Video Games', 'Sony PSP', 'Accessories', 'Headsets'	by        Sony	Video Games	
B0015DOL8I	8MB Memory Card for PS2	'Video Games', 'Accessories'	by        Sony	Video Games	
B0015HYPOO	Logitech PlayStation 3 Driving Force GT Racing Wheel	'Video Games', 'Accessories', 'Controllers', 'Racing Wheels'	by        Logitech	Video Games	
B0015HZLVA	Tales of Vesperia - Xbox 360	'Video Games', 'Games'	by        Bandai	Video Games	
B0015HZLVK	Tales Of Symphonia: Dawn of the New World	'Video Games', 'Wii', 'Games'	by        Bandai Namco Entertainment America	Video Games	
B0015HZLUQ	We Ski - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Bandai	Video Games	
B0015IXKSK	Sony Playstation (PSone) Dual Shock Controller - White	'Video Games', 'PlayStation', 'Accessories'	by        Sony	Video Games	
B0015MISAG	Mayflash Wii/PS3 VGA HDTV AV Cable	'Video Games', 'Wii', 'Accessories', 'Cables'	by        May Flash	Video Games	
B0015MMN6G	Gamily Playstation 1 Memory Card	'Video Games', 'PlayStation'	Gamily	Video Games	
B0015PHMFU	Mayflash PS2 PS3 PC USB Universal Arcade Fighting Stick	'Video Games', 'Accessories', 'Controllers', 'Joysticks'	by        May Flash	Video Games	
B0015QFHCE	Supreme Commander Gold Edition - PC	'Video Games', 'PC', 'Games', 'Supreme Commander'	by        THQ	Video Games	
B0015RRHTY	Wii Fit Balance Board Blue Silicone Sleeve	'Video Games', 'Wii', 'Accessories', 'Blue Silicone Sleeve for Wii Balance Board', 'Elastic Mold for Perfect Fit', 'Soft Silicone Material Acts as an Absorbent to Lessen the Impact of Steps Taken', 'Protects the Wii Balance Board From Wear and Tear of Every Day Use', 'Blue Silicone Sleeve for Wii Balance Board', 'Elastic Mold for Perfect Fit'	by        CTA Digital	Video Games	
B0015RPD7M	Wii Fit Travel Bag	'Video Games', 'Wii', 'Accessories', 'Travel Bag for Wii Fit', 'Sturdy Nylon Fabric for Lasting Protection', 'Adjustable Diagonal Shoulder Strap', 'External Zippered Pouch for Accessories', 'Includes Travel Bag for Wii Fit and Warranty Card'	by        CTA Digital	Video Games	
B0015RTAZ8	Universal Foam Yoga Mat for Wii Fit	'Video Games', 'Wii', 'Accessories', 'Accessory Kits', 'Balance Board Mat for Wii Fit', 'Made of a soft non slip grip plastic material', 'Securely Place Wii Balance Board On the Balance Board Mat', 'Feet Would Feel No Uneasiness From the Mat', 'Includes Balance Board Mat for Wii Fit and Warranty'	by        CTA Digital	Video Games	
B0015RWPWS	Wii Fit Rechargeable Battery Pack for Balance Board	'Video Games', 'Wii', 'Accessories', 'Batteries'	by        CTA Digital	Video Games	
B0015YKCRG	Nintendo Wii Fit - Protective Silicone Cover	'Video Games', 'Wii'	by        Mad Catz	Video Games	
B0015Z1I0A	LEGO Batman - PC	'Video Games', 'PC', 'Games'	by        WB Games	Video Games	
B0015ZQFTY	Summer Sports Paradise Island - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Destineer	Video Games	
B00160HY52	Tiger Woods PGA Tour 09 - PlayStation 2	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00160HY3E	Tiger Woods PGA Tour 09 - Playstation 3	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00161I5IQ	Final Fantasy XI Vana'diel Collection 2008 - PC (Atomic)	'Video Games', 'PC', 'Games'	by        Square Enix	Video Games	
B00163ROMW	Sonic Chronicles: The Dark Brotherhood - Nintendo DS	'Video Games', 'Nintendo DS', 'Games'	by        Sega	Video Games	
B00163LW7A	Fear 2: Project Origin	'Video Games', 'Games'	by        Warner Bros	Video Games	
B00163ROMC	Deadly Creatures - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        THQ	Video Games	
B00163LW7K	F.E.A.R. 2: Project Origin - Playstation 3	'Video Games', 'Games'	by        WB Games	Video Games	
B00164TDUC	Tiger Woods PGA Tour 09 - Xbox 360	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00166MCM6	Warhammer Online: Age of Reckoning Collector's Edition - PC	'Video Games', 'PC', 'Games', 'Engage in four levels of RvR combat'	by        Electronic Arts	Video Games	
B00166N6SA	The Sims 3 - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B00168ESPI	Deca Sports - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Konami	Video Games	
B00168F6LI	Clue Classic [Old Version]	'Video Games', 'PC', 'Games'	Encore		
B00168PFFK	Insten 3 Screen Protector + Cloth + Compatible With SONY PSP	'Video Games', 'Sony PSP', 'Accessories', 'Screen Protectors'	by        INSTEN	Video Games	
B0016B28WU	Call of Duty 4: Modern Warfare - Game of the Year Edition	'Video Games', 'Games'	by        Activision	Video Games	
B0016B28Y8	Call of Duty 4: Modern Warfare - Game of the Year Edition	'Video Games', 'Games'	by        Activision	Video Games	
B0016B8Q6M	Lost Planet Extreme Condition: Colonies Edition -Xbox 360	'Video Games', 'Games'	by        Capcom	Video Games	
B0016BTNTQ	Fallout 3 Collector's Edition -Xbox 360	'Video Games', 'Games'	by        Bethesda	Video Games	
B0016BVYA2	Bioshock 2 - Xbox 360	'Video Games', 'Games'	by        2K	Video Games	
B0016BVY7U	Command &amp; Conquer: Red Alert 3 - PC	'Video Games'	by        Electronic Arts	Video Games	
B0016BVYDY	Fallout 3 Collector's Edition - PC	'Video Games', 'PC', 'Games'	by        Bethesda	Video Games	
B0016G88RO	Alpha Protocol - PC	'Video Games', 'PC', 'Games'	by        Sega	Video Games	
B0016GABR4	Motorstorm: Pacific Rift - Playstation 3	'Video Games', 'Games'	by        Sony	Video Games	
B0016GC9D8	Alpha Protocol - Playstation 3	'Video Games', 'Games'	by        Sega	Video Games	
B0016HLABO	Rock Band - Nintendo Wii (Game only)	'Video Games', 'Wii', 'Games'	by        MTV	Video Games	
B0016HM45K	Wii Rock Band Special Edition	'Video Games', 'Wii', 'Games'	by        MTV Games	Video Games	
B0016JX2HW	Original Nintendo Wii Audio Video AV Cable Cord (Bulk Packaging)	'Video Games', 'Wii', 'Accessories', 'Cables'	by        Nintendo	Video Games	
B0016KGNOA	Rock Band Drum Silencers	'Video Games', 'Accessories', 'Controllers', 'Music Controllers'	PDP	Musical Instruments	
B0016LX6RQ	Nintendo DS Game Card Case 6 - Pink	'Video Games', 'Nintendo DS', 'Accessories'	by        Hori	Video Games	
B0016MJ7OQ	BAJA: Edge of Control - Xbox 360	'Video Games', 'Games'	by        THQ	Video Games	
B0016N4A7E	Fear 2: Project Origin - PC	'Video Games', 'PC', 'Games'	by        Warner Bros	Video Games	
B0016NM7BU	Pure - Xbox 360	'Video Games', 'Games'	by        Disney Interactive Studios	Video Games	
B0016NRS8M	Two Worlds 2 - Xbox 360	'Video Games', 'Games'	by        Southpeak	Video Games	
B0016NUZFU	X-Blades - Xbox 360	'Video Games', 'Games'	by        Southpeak	Video Games	
B0016NRS28	Dark Void - Xbox 360	'Video Games', 'Games'	by        Capcom	Video Games	
B0016O7RG4	Sherlock Holmes:  Nemesis - PC	'Video Games', 'PC', 'Games'	by        Dreamcatcher	Video Games	
B0016O5G62	GRID - PC	'Video Games', 'PC'	by        Codemasters	Video Games	
B0016OVB2U	Ultimate Band - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Disney Interactive Studios	Video Games	
B0016OVBG6	Final Fantasy Fables: Chocobo's Dungeon - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Square Enix	Video Games	
B0016Q00FC	Amazing Adventures: The Lost Tomb - PC	'Video Games', 'PC', 'Games'	by        PopCap Games	Video Games	
B0016Q4UJE	Saints Row 2 - PC	'Video Games', 'PC', 'Games'	by        THQ	Video Games	
B0016QCCFS	SingStar (Stand Alone) - Playstation 3	'Video Games', 'Games'	by        Sony	Video Games	
B0016QCCG2	Hot Shots Golf: Open Tee 2 - Sony PSP	'Video Games', 'Sony PSP', 'Games'	by        Sony	Video Games	
B0016PZYLS	Saints Row 2 - Playstation 3	'Video Games', 'Games'	by        THQ	Video Games > PlayStation 3 > Games']	
B00170823O	Dark Void - Playstation 3	'Video Games', 'Games'	by        Capcom	Video Games	
B00170D018	Deadliest Catch: Alaskan Storm - Xbox 360	'Video Games', 'Games'	by        Greenwave	Video Games	
B00170BV6E	Pure - Playstation 3	'Video Games', 'Games'	by        Disney Interactive Studios	Video Games	
B00171NYHM	Etrian Odyssey II: Heroes of Lagaard	'Video Games', 'Nintendo DS', 'Games'	by        Atlus	Video Games	
B00175GC4K	WWE SmackDown vs. Raw 2009 - PlayStation 2	'Video Games', 'Games'	by        THQ	Video Games	
B00175GC3Q	WWE Smackdown vs Raw 2009	'Video Games', 'Nintendo DS', 'Games'	by        THQ	Video Games	
B00175GC4U	WWE Smackdown vs Raw 2009	'Video Games', 'Nintendo DS', 'Games'	by        THQ	Video Games	
B00175GC5E	WWE SmackDown vs. Raw 2009 - Nintendo Wii	'Video Games', 'Nintendo DS', 'Games'	by        THQ	Video Games	
B00178630A	Diablo III	'Video Games', 'PC'	by        Blizzard Entertainment	Video Games	
B00178631E	Max Payne 3 - PC	'Video Games', 'PC', 'Games'	by        Rockstar Games	Video Games	
B0017AJMX8	Dracula Origin - PC	'Video Games', 'PC', 'Games'	by        DreamCatcher Games	Video Games	
B0017HIH6O	Silent Hunter 2 &amp; 3	'Video Games', 'PC', 'Games'	Encore		
B0017HPE7E	Sonic Unleashed - Xbox 360	'Video Games', 'Games'	by        Sega	Video Games	
B0017HLYNC	Syberia Collector's Edition 1 &amp; 2	'Video Games', 'PC', 'Games'	Encore		
B0017HW5LM	Halo Wars - Xbox 360	'Video Games', 'Games'	by        Microsoft	Video Games	
B0017HIIWW	Sonic Unleashed	'Video Games', 'Wii', 'Games'	by        Sega	Video Games	
B0017HRZ26	Trauma Center: Under the Knife 2	'Video Games', 'Nintendo DS', 'Games'	by        Atlus	Video Games	
B0017HPE6K	Sonic Unleashed - Playstation 3	'Video Games', 'Games', 'Different style of gameplay depending on whether it is day or night'	by        Sega	Video Games	
B0017K85HM	Guitar Hero Aerosmith Bundle - Nintendo Wii (Wireless bundle)	'Video Games', 'Wii', 'Games'	by        Activision	Video Games	
B0017KA4F8	Guitar Hero Aerosmith Wireless Bundle -Xbox 360	'Video Games', 'Games'	by        Activision	Video Games	
B0017KIBAI	Official Nintendo White Classic Gamecube Controller	'Video Games', 'GameCube', 'Accessories', 'Twin analog thumbsticks', 'Packaging Controller is region free and works on any Wii console'	by        Nintendo	Video Games	
B0017Q4DGI	Wii Sports	'Video Games', 'Wii', 'Games'	Nintendo	Sports & Outdoors	3779.0
B0017QL8XE	Fallout 3	'Video Games', 'Games', 'Latest in human ability simulation affords unlimited customization of characters'	by        Bethesda	Video Games	
B0017QFX30	Fallout 3 - PC	'Video Games', 'PC', 'Games'	by        Bethesda	Video Games	
B0017WHQ34	Mushroom Men: The Spore Wars - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Nintendo	Video Games	
B0017XFP86	Hawx - Xbox 360	'Video Games', 'Games'	by        Ubisoft	Video Games	
B0017XFP8G	Tom Clancy's HAWX - Playstation 3	'Video Games', 'Games'	by        Ubisoft	Video Games	
B0017ZDGWG	Mortal Kombat vs. DC Universe - Xbox 360	'Video Games', 'Games'	by        Midway	Video Games	
B0017ZIIK6	Mortal Kombat vs. DC Universe - Playstation 3	'Video Games', 'Games'	by        WB Games	Video Games	
B0018092BE	50 Cent: Blood on the Sand	'Video Games', 'Games', 'Fast Action Arcade Shooter Gameplay', 'Arcade Style Points System'	by        THQ	Video Games	
B001811BVC	Spider-Man: Web of Shadows - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Activision	Video Games	
B001811BTO	Spider-Man: Web of Shadows - Playstation 3	'Video Games', 'Games'	by        Activision	Video Games	
B00182QCYM	Order Up!	'Video Games', 'Wii', 'Games'	by        Zoo Digital Publishing	Video Games	
B00182QCZ6	Overlord: Raising Hell - Playstation 3	'Video Games', 'Games'	by        Codemasters	Video Games	
B00182QCXS	Deal or No Deal - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Zoo Games	Video Games	
B00182QCZG	Calvin Tucker's Redneck Jamboree - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Zoo Games	Video Games	
B0018421C2	NHL 09 - Xbox 360	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00184219U	Final Fantasy IV	'Video Games', 'Nintendo DS', 'Games'	by        Square Enix	Video Games	
B00189MNKM	Naruto Ultimate Ninja: Storm	'Video Games', 'Games'	by        Bandai	Video Games	
B0018BELN2	Buzz! Quiz TV - Playstation 3	'Video Games', 'Games'	by        Sony	Video Games	
B0018BEG8W	Dance Dance Revolution Hottest Party 2 with Dance Mat - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Konami	Video Games	
B0018BOL1E	H.A.W.X. - PC DVD-Rom	'Video Games', 'Games'	by        Ubisoft	Video Games	
B0018KM6GM	Warhammer Dawn of War II - PC	'Video Games', 'PC', 'Games'	by        THQ	Video Games	
B0018RWMPA	Blitz: The League II - Playstation 3	'Video Games', 'Games'	by        Midway	Video Games	
B0018RWMSW	Touchmaster 2 - Nintendo DS	'Video Games', 'Nintendo DS', 'Games'	by        Warner Bros	Video Games	
B0018RYC9Y	Harvest Moon: Tree of Tranquility - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        Natsume	Video Games	
B0018RWMRS	Game Party 2 - Nintendo Wii	'Video Games', 'Wii', 'Games'	by        WB Games	Video Games	
B0018YDKAY	Legend of Spyro: Dawn of the Dragon - Playstation 3	'Video Games', 'Games'	by        Activision	Video Games	
B0018YXM3Y	Empire: Total War - PC	'Video Games', 'PC', 'Games'	by        Sega	Video Games	
B0018YDKC2	Legend of Spyro: Dawn of the Dragon	'Video Games', 'Wii', 'Games', 'Take flight anywhere in the Spyro Universe and engage in aerial combat', 'Scale and epic challenge of bosses and multiple enemies', 'Powerful action', 'Take flight anywhere in the Spyro Universe and engage in aerial combat'	by        Activision	Video Games	
B0018XU9SQ	Nancy Drew: The Phantom of Venice - PC	'Video Games', 'PC', 'Games'	by        Her Interactive	Video Games	
B0019017Y8	Bookworm Adventures - PC	'Video Games', 'PC', 'Games', 'Challenging fun for word masters and casual spellers alike', 'Unlock the Tome of Knowledge and tons of bonus featuresMinimum System Requirements'	by        PopCap Games	Video Games	
B0018ZWH0W	Wii Wired SenseBar	'Video Games', 'Wii', 'Accessories', 'Sensor Bars'	by        Mad Catz	Video Games	
B00196VCLU	Nintendo DS Star Wars Lightsaber Stylus 3 Pack	'Video Games', 'Nintendo DS', 'Accessories', 'Stylus Pens', 'Officially licensed by Nintendo and Lucas Arts', 'Replacement Styli cannot be inserted into the DS Lite System'	by        PowerA	Video Games	
B00196XE34	Nintendo DS Star Wars Light Up Lightsaber Stylus 2 Pack	'Video Games', 'Nintendo DS', 'Accessories', 'Stylus Pens', 'Frosted barrel lights up from an LED to resemble the glowing blade of a lightsaber', 'Officially licensed by Nintendo and Lucas Arts'	by        PowerA	Video Games	
B001989B4S	Fight Night Round 4 - Xbox 360	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00198AZ98	Fight Night Round 4 - Playstation 3	'Video Games', 'Games'	by        Electronic Arts	Video Games	
